phrase,total_occurrences,position_score,p_dem,p_rep,n_dem,n_rep,ngram_size
farms,189,0.23082460938434657,0.015324083661213501,0.024521402452140247,74,114,1
daughters,189,-0.0563580300177871,0.02070822116380203,0.018498601849860186,100,86,1
concerning,189,0.2717343300546071,0.0142886726030234,0.02495160249516025,69,116,1
arctic,188,0.18418687374955434,0.016152412507765584,0.023445902344590236,78,109,1
delaware,188,-0.624924754218006,0.031683578380617104,0.007313400731340073,153,34,1
select,188,0.19416717268534014,0.015531165872851522,0.02301570230157023,75,107,1
aware,188,0.03502345830719646,0.019051563470697867,0.020434502043450205,92,95,1
absent,188,-0.04489285847446032,0.02070822116380203,0.01892880189288019,100,88,1
abc news,188,0.9795083568791809,0.0004141644232760406,0.0400086040008604,2,186,2
essentially,188,-0.5385662349118713,0.029405674052598883,0.008819100881910088,142,41,1
maintenance,188,0.5349718575774071,0.009318699523710913,0.03075930307593031,45,143,1
repeat,188,-0.2610789806419974,0.024228618761648373,0.014196601419660141,117,66,1
captain,188,0.3747303075113841,0.012424932698281217,0.027317702731770272,60,127,1
option,188,-0.03539300809635741,0.02008697452888797,0.018713701871370187,97,87,1
journal,188,0.48772732158242893,0.010147028370262995,0.029468702946870293,49,137,1
don care,188,-0.31263636048401783,0.025056947608200455,0.01312110131211013,121,61,2
great state,188,-0.002286171129192862,0.019879892317249948,0.019789201978920198,96,92,2
dominance,188,0.6892459289174201,0.006212466349140609,0.03377070337707034,30,157,1
quality life,188,-0.1122401693185111,0.019672810105611928,0.015702301570230157,95,73,2
colleagues sides aisle,188,-0.09472637360310818,0.02132946779871609,0.017638201763820176,103,82,3
local law,188,-0.07204212207164226,0.02112238558707807,0.018283501828350184,102,85,2
eastern,187,0.2882277133055447,0.01366742596810934,0.024736502473650248,66,115,1
prescription,187,-0.1667803889916024,0.019879892317249948,0.014196601419660141,96,66,1
dozens,187,-0.03660282579663257,0.019672810105611928,0.018283501828350184,95,85,1
risch,187,0.4317944412412457,0.011182439428453097,0.02817810281781028,54,131,1
affordable housing,187,0.08410457039546727,0.017809070200869744,0.02107980210798021,86,98,2
research development,187,0.4484573282236061,0.010975357216815076,0.02882340288234029,53,134,2
teams,187,0.2999899610868138,0.01366742596810934,0.025381802538180252,66,118,1
underlying,187,0.17356039483480196,0.016359494719403605,0.02323080232308023,79,108,1
marks,187,0.08340528502330223,0.018016152412507765,0.021294902129490215,87,99,1
mandatory,187,0.09905435542573464,0.017809070200869744,0.021725102172510218,86,101,1
ecumenical patriarch,187,-0.3741568821643101,0.02692068751294264,0.012260701226070123,130,57,2
noted,187,-0.1387264538722635,0.02132946779871609,0.016132501613250163,103,75,1
trump said,187,-0.5345951486192572,0.02837026299440878,0.008604000860400087,137,40,2
section 36 arms,187,0.968925663813407,0.0006212466349140609,0.03936330393633039,3,183,3
rid,186,-0.04116493322064564,0.02008697452888797,0.018498601849860186,97,86,1
forgotten,186,0.0783623197134304,0.018016152412507765,0.02107980210798021,87,98,1
disagree,186,-0.32798411992352766,0.024228618761648373,0.012260701226070123,117,57,1
declared,186,-0.1242027624111048,0.02070822116380203,0.016132501613250163,100,75,1
believes,186,-0.2689584771931574,0.024642783184924414,0.014196601419660141,119,66,1
committee energy commerce,186,0.7503540748645262,0.004969973079312487,0.03484620348462035,24,162,3
durbin,186,-0.6098295737142327,0.031062331745703043,0.007528500752850075,150,35,1
appropriated,186,0.12102900106773563,0.016359494719403605,0.02086470208647021,79,97,1
discipline,186,-0.0348076323789987,0.02029405674052599,0.01892880189288019,98,88,1
respective designees,186,0.9585592427725287,0.0008283288465520812,0.03914820391482039,4,182,2
resolved,186,0.2268829144222056,0.01490991923793746,0.023661002366100237,72,110,1
interested,186,-0.08871669974879993,0.02132946779871609,0.017853301785330178,103,83,1
mast,186,0.7608041553328916,0.004762890867674467,0.03506130350613035,23,163,1
principal,186,0.3965609889257133,0.011803686063367156,0.027317702731770272,57,127,1
washington post,186,0.6184248759005764,0.00745495961896873,0.03161970316197032,36,147,2
components,186,0.42430096234742476,0.011389521640091117,0.02817810281781028,55,131,1
presented,186,-0.018860042070871205,0.019879892317249948,0.01914390191439019,96,89,1
occurred,186,-0.032468935296412475,0.019051563470697867,0.017853301785330178,92,83,1
posed,185,0.3062003023348253,0.013253261544833299,0.02495160249516025,64,116,1
petition,185,-0.5435122673827318,0.02981983847587492,0.008819100881910088,144,41,1
edge,185,0.0024175237170070167,0.019051563470697867,0.01914390191439019,92,89,1
delauro,185,-0.7429614481888556,0.033547318285359284,0.004947300494730049,162,23,1
going make,185,-0.13989963265769523,0.021950714433630152,0.016562701656270166,106,77,2
score,185,0.1382426571699776,0.016773659142679642,0.02215530221553022,81,103,1
mothers,185,-0.30151479371113993,0.024849865396562434,0.013336201333620134,120,62,1
removing,185,0.09577451066732351,0.017394905777593703,0.02107980210798021,84,98,1
eligibility,185,0.42232367308577085,0.011182439428453097,0.027532802753280277,54,128,1
touch,185,-0.23771793359052246,0.02340028991509629,0.014411701441170145,113,67,1
statements,185,-0.14814422766419214,0.021743632221992132,0.016132501613250163,105,75,1
substantial,184,0.2634761363288252,0.01366742596810934,0.023445902344590236,66,109,1
13th,184,-0.3530517767474014,0.026092358666390557,0.012475801247580125,126,58,1
timely,184,0.27322086820035757,0.01387450817974736,0.02430630243063024,67,113,1
appointment,184,-0.07506519848250699,0.02050113895216401,0.017638201763820176,99,82,1
stem,184,-0.16189094300320905,0.022364878856906193,0.016132501613250163,108,75,1
promising,184,-0.8274371047055483,0.03416856492027335,0.0032265003226500323,165,15,1
missiles,184,0.42867221242857423,0.011182439428453097,0.02796300279630028,54,130,1
trillions,184,-0.4856199390871119,0.0285773452060468,0.009894600989460099,138,46,1
rise today congratulate,184,0.31008464562218696,0.013253261544833299,0.02516670251667025,64,117,3
reporting requirements,184,0.3107376970179067,0.01346034375647132,0.025596902559690257,65,119,2
ask immediate,184,0.905131804422894,0.0018637399047421825,0.037427403742740374,9,174,2
requested,184,0.2607262834037271,0.01387450817974736,0.023661002366100237,67,110,1
40 percent,184,-0.09108886019893774,0.02091530337544005,0.017423101742310175,101,81,2
advocates,184,-0.32001301862147347,0.025471112031476496,0.01312110131211013,123,61,1
copper,183,0.24200535688605063,0.014702837026299442,0.02409120240912024,71,112,1
rescissions,183,-0.23071678930647366,0.02340028991509629,0.014626801462680146,113,68,1
georgia mr speaker,183,0.5649820201039272,0.008490370677158831,0.030544203054420304,41,142,3
findings,183,0.5685482920623742,0.008283288465520811,0.0301140030114003,40,140,1
cuts medicaid,183,-0.9635784913204639,0.03478981155518741,0.0006453000645300065,168,3,2
pursuit,183,-0.0740354413604029,0.02070822116380203,0.017853301785330178,100,83,1
manager,183,0.29521177271346316,0.01346034375647132,0.024736502473650248,65,115,1
page,183,-0.07611800851621657,0.02029405674052599,0.017423101742310175,98,81,1
families tax,183,0.7780974992847924,0.004348726444398426,0.03484620348462035,21,162,2
pastor,183,0.07901044291714196,0.017809070200869744,0.02086470208647021,86,97,1
presidents,183,-0.10976813082501921,0.02091530337544005,0.016777801677780167,101,78,1
warning,183,-0.34652689564135974,0.025264029819838475,0.012260701226070123,122,57,1
historical,183,0.13471661073014796,0.016566576931041622,0.021725102172510218,80,101,1
holds,183,0.10769842913444377,0.016980741354317663,0.02107980210798021,82,98,1
modernize,183,0.3501083376598938,0.012424932698281217,0.02581200258120026,60,120,1
noem,183,-0.7714269465193314,0.03334023607372127,0.004302000430200043,161,20,1
financing,182,0.5384856890452466,0.008904535100434872,0.0296838029683803,43,138,1
roads,182,0.018991348329505768,0.016566576931041622,0.017208001720800174,80,80,1
described paragraph,182,0.9258378906557204,0.001449575481466142,0.03764250376425038,7,175,2
ask immediate consideration,182,0.9040815905596158,0.0018637399047421825,0.03699720369972037,9,172,3
humanity,182,-0.3897257974506671,0.025471112031476496,0.011185201118520113,123,52,1
straight,182,-0.05084345978990438,0.019051563470697867,0.017208001720800174,92,80,1
alike,182,-0.05974958489658102,0.019879892317249948,0.017638201763820176,96,82,1
conviction,182,-0.11316017628647719,0.02132946779871609,0.01699290169929017,103,79,1
impact community,182,0.5817648529564023,0.008076206253882792,0.030544203054420304,39,142,2
selfless,182,0.6573306796749598,0.006626630772416649,0.03204990320499032,32,149,1
airports,182,0.2486707493919199,0.014495754814661421,0.02409120240912024,70,112,1
economic development,182,0.29521177271346316,0.01346034375647132,0.024736502473650248,65,115,2
orthodox,182,-0.2237944033899269,0.02340028991509629,0.01484190148419015,113,69,1
incident,182,0.22039202475397376,0.014702837026299442,0.02301570230157023,71,107,1
healthier,182,0.34649232884754194,0.012632014909919238,0.02602710260271026,61,121,1
controlled chair,181,0.9680667260745891,0.0006212466349140609,0.03828780382878038,3,178,2
facilitate,181,0.17103822557605183,0.015531165872851522,0.02194020219402022,75,102,1
considered read,181,0.7188031773308534,0.005384137502588528,0.03291030329103033,26,153,2
wake,181,-0.2528964795970591,0.022364878856906193,0.013336201333620134,108,62,1
rulemaking,181,0.4486326205674373,0.010561192793539035,0.02774790277479028,51,129,1
prime,181,0.15980562418924374,0.015738248084489544,0.021725102172510218,76,101,1
divided controlled chair,181,0.9680667260745891,0.0006212466349140609,0.03828780382878038,3,178,3
certification,181,0.6896489394941199,0.006005384137502588,0.03269520326952033,29,152,1
federal regulations,181,0.9040815905596158,0.0018637399047421825,0.03699720369972037,9,172,2
establishment,181,0.48654097735373014,0.009732863946986954,0.02817810281781028,47,131,1
services committee,181,0.041196184475280055,0.018223234624145785,0.019789201978920198,88,92,2
extending,181,-0.1257981846494367,0.02132946779871609,0.016562701656270166,103,77,1
suicide,181,0.041196184475280055,0.018223234624145785,0.019789201978920198,88,92,1
wing,181,0.6465489915995527,0.00683371298405467,0.031834803183480316,33,148,1
band,181,0.4517111828333626,0.010561192793539035,0.02796300279630028,51,130,1
annex,181,0.8827179936659787,0.002277904328018223,0.03656700365670037,11,170,1
unlawful,181,-0.33885229945857925,0.025264029819838475,0.012475801247580125,122,58,1
special order,180,-0.701594769370075,0.03189066059225513,0.005592600559260056,154,26,2
kiley,180,-0.22341210589425045,0.003727479809484365,0.0023661002366100236,18,11,1
cole,180,0.45955685634871757,0.010354110581901015,0.02796300279630028,50,130,1
fires,180,-0.2681780976241673,0.022364878856906193,0.01290600129060013,108,60,1
servants,180,-0.6332027802445565,0.030648167322427002,0.006883200688320069,148,32,1
looks like,180,-0.1816987921486571,0.022364878856906193,0.015487201548720155,108,72,2
representation,180,-0.22624388594018943,0.022157796645268173,0.01398150139815014,107,65,1
bargaining,180,0.05229157866184603,0.018016152412507765,0.0200043020004302,87,93,1
coalition,180,-0.06064572199923416,0.019672810105611928,0.017423101742310175,95,81,1
vermont,180,-0.6423115800720895,0.025678194243114516,0.005592600559260056,124,26,1
earlier year,180,-0.03660282579663257,0.019672810105611928,0.018283501828350184,95,85,2
bear,180,-0.32798411992352766,0.024228618761648373,0.012260701226070123,117,57,1
ocean,180,-0.0484864597942077,0.019672810105611928,0.017853301785330178,95,83,1
hero,180,0.49230215030296565,0.009732863946986954,0.028608302860830288,47,133,1
matthew,180,0.2512114839356088,0.0142886726030234,0.02387610238761024,69,111,1
informed,180,-0.08229028320350117,0.02029405674052599,0.017208001720800174,98,80,1
fields,180,-0.24893601913648886,0.023607372126734312,0.014196601419660141,114,66,1
populations,180,-0.042510778356625104,0.019672810105611928,0.01806840180684018,95,84,1
controlled chair ranking,180,0.9678892087156223,0.0006212466349140609,0.03807270380727038,3,177,3
video,180,-0.2665376021640554,0.02340028991509629,0.013551301355130135,113,63,1
enable,180,0.013144855007336765,0.017809070200869744,0.018283501828350184,86,85,1
civilians,180,-0.2517580829106811,0.021950714433630152,0.01312110131211013,106,61,1
understood,180,-0.1242027624111048,0.02070822116380203,0.016132501613250163,100,75,1
committee transportation infrastructure,180,0.8498073129020199,0.002899150962932284,0.035706603570660356,14,166,3
war iran,180,-0.7133405125155658,0.030855249534065023,0.005162400516240052,149,24,2
trained,180,-0.003482047757403247,0.018844481259059846,0.018713701871370187,91,87,1
portion,180,0.45955685634871757,0.010354110581901015,0.02796300279630028,50,130,1
committee transportation,180,0.8498073129020199,0.002899150962932284,0.035706603570660356,14,166,2
federal reserve,179,0.36489220533776806,0.012010768275005176,0.02581200258120026,58,120,2
manufactured,179,0.45342020802959765,0.010354110581901015,0.027532802753280277,50,128,1
foreign affairs,179,0.5636595703874446,0.008283288465520811,0.0296838029683803,40,138,2
structure,179,0.2459960257578072,0.01366742596810934,0.022585502258550227,66,105,1
strong opposition,179,-0.7803925583784616,0.033133153862083244,0.004086900408690041,160,19,2
minutes gentleman,179,0.5551772366441341,0.008490370677158831,0.0296838029683803,41,138,2
ways means,179,0.3905170355096545,0.011596603851729136,0.026457302645730263,56,123,2
meets,179,0.17576962398192664,0.015531165872851522,0.02215530221553022,75,103,1
amended adding,179,0.9353790208859519,0.0012424932698281218,0.03721230372123037,6,173,2
respected,179,-0.0948497108934932,0.02029405674052599,0.016777801677780167,98,78,1
buying,179,-0.24358133931921405,0.022986125491820254,0.01398150139815014,111,65,1
extends,179,0.2564654033737004,0.01387450817974736,0.023445902344590236,67,109,1
cheaper,179,-0.18169879213494217,0.021743632221992132,0.01505700150570015,105,70,1
deadline,179,0.12716321539237688,0.015324083661213501,0.019789201978920198,74,92,1
gas prices,179,-0.47221677157988357,0.02340028991509629,0.008388900838890084,113,39,2
deportation,179,-0.3816184312717947,0.025471112031476496,0.011400301140030114,123,53,1
forms,179,-0.12586274132297195,0.02050113895216401,0.015917401591740158,99,74,1
donors,179,-0.7213509276768492,0.03189066059225513,0.005162400516240052,154,24,1
robust,179,0.013343062489844315,0.018430316835783805,0.01892880189288019,89,88,1
effectiveness,179,0.48654097735373014,0.009732863946986954,0.02817810281781028,47,131,1
apa,179,-0.17719738076368224,0.022157796645268173,0.015487201548720155,107,72,1
anymore,179,-0.07829595470403354,0.019879892317249948,0.01699290169929017,96,79,1
la,179,-0.34652689564135974,0.025264029819838475,0.012260701226070123,122,57,1
hasn,179,-0.312574215836927,0.024642783184924414,0.01290600129060013,119,60,1
postal,179,0.3684836708110341,0.012010768275005176,0.02602710260271026,58,121,1
just want,179,-0.30126632041432255,0.024435700973286394,0.01312110131211013,118,61,2
mr chair yield,179,0.16934423043762428,0.015738248084489544,0.02215530221553022,76,103,3
failing,179,-0.21654119141207298,0.02070822116380203,0.013336201333620134,100,62,1
separation,179,0.018991348334617467,0.018223234624145785,0.01892880189288019,88,88,1
operators,179,0.5416489618381143,0.008697452888796852,0.029253602925360292,42,136,1
year date,179,0.946160409171454,0.0010354110581901014,0.037427403742740374,5,174,2
household,179,-0.09854665252674308,0.02070822116380203,0.01699290169929017,100,79,1
revolution,178,-0.21654119141207298,0.02070822116380203,0.013336201333620134,100,62,1
presidency,178,-0.5027979231321641,0.02795609857113274,0.009249300924930093,135,43,1
amended adding end,178,0.9350155249625364,0.0012424932698281218,0.03699720369972037,6,172,3
addressed,178,-0.065860412288383,0.019879892317249948,0.017423101742310175,96,81,1
chronic,178,-0.30490731895537265,0.024228618761648373,0.01290600129060013,117,60,1
unconstitutional,178,-0.628173091412095,0.029198591840960863,0.006668100666810067,141,31,1
jones,178,0.45701674433662043,0.009939946158624974,0.026672402667240268,48,124,1
sought,178,-0.28951379799185833,0.023814454338372332,0.01312110131211013,115,61,1
alliance,178,0.05304791240026092,0.017601987989231724,0.019574101957410196,85,91,1
tough,178,-0.22927599625203363,0.022986125491820254,0.014411701441170145,111,67,1
submission,178,0.4202573569349045,0.010975357216815076,0.02688750268875027,53,125,1
european,178,0.24267478115262214,0.0142886726030234,0.023445902344590236,69,109,1
working class,178,-0.3987829981801162,0.024021536550010353,0.010324801032480103,116,48,2
honorable,178,-0.10485026624848905,0.02070822116380203,0.016777801677780167,100,78,1
music,178,-0.0885337708011434,0.02029405674052599,0.01699290169929017,98,79,1
come floor,178,-0.25505698074032046,0.02319320770345827,0.013766401376640139,112,64,2
millions people,178,-0.6497665514538096,0.02837026299440878,0.00602280060228006,137,28,2
sadly,177,-0.31634458749489985,0.023607372126734312,0.012260701226070123,114,57,1
180 days,177,0.9452417160318802,0.0010354110581901014,0.036782103678210366,5,171,2
welfare,177,0.3054554630098328,0.013046179333195278,0.024521402452140247,63,114,1
accomplishments,177,0.21585542274374467,0.0142886726030234,0.02215530221553022,69,103,1
card,177,-0.16549471420248124,0.02132946779871609,0.015272101527210152,103,71,1
book,177,-0.0264860609070669,0.019051563470697867,0.01806840180684018,92,84,1
boys,177,0.20470720674152287,0.01490991923793746,0.022585502258550227,72,105,1
reminder,177,-0.17238458129313994,0.02132946779871609,0.01505700150570015,103,70,1
entitled,177,0.1727708274818055,0.015324083661213501,0.021725102172510218,74,101,1
households,177,-0.3563122694195427,0.024021536550010353,0.011400301140030114,116,53,1
answers,177,-0.5781369519257105,0.02816318078277076,0.007528500752850075,136,35,1
maximum,177,0.44071911204455083,0.010354110581901015,0.026672402667240268,50,124,1
pieces,177,0.12462310278132027,0.015738248084489544,0.0202194020219402,76,94,1
seeks,177,-0.04464637891569438,0.019051563470697867,0.017423101742310175,92,81,1
mr thompson,177,0.47251188573739517,0.009939946158624974,0.02774790277479028,48,129,2
rogers,177,0.17103822557605183,0.015531165872851522,0.02194020219402022,75,102,1
governance,176,-0.049254247247755185,0.019465727893973907,0.017638201763820176,94,82,1
barrasso,176,0.4694840132776481,0.009939946158624974,0.027532802753280277,48,128,1
latimer,176,-0.9410467742214219,0.03541105819010147,0.0010755001075500108,171,5,1
sharia,176,0.9999999973585227,0.0,0.03785760378576038,0,176,1
advisory,176,0.3200079119064154,0.012632014909919238,0.024521402452140247,61,114,1
functions,176,0.21816270700047957,0.014495754814661421,0.022585502258550227,70,105,1
nih,176,-0.8822229569127338,0.034375647131911366,0.0021510002151000217,166,10,1
feed,176,-0.2582235511654605,0.022986125491820254,0.013551301355130135,111,63,1
murphy,176,-0.22778588716358886,0.022571961068544213,0.014196601419660141,109,66,1
toxic,176,-0.7415712277728235,0.03189066059225513,0.004732200473220047,154,22,1
believed,176,-0.056233410580431395,0.019258645682335887,0.017208001720800174,93,80,1
management plan,176,0.2902154613500087,0.013253261544833299,0.02409120240912024,64,112,2
rural america,176,-0.0794227662650241,0.019672810105611928,0.016777801677780167,95,78,2
normal,176,-0.24661464550543194,0.022779043280182234,0.013766401376640139,110,64,1
10 000,176,0.08247557044192964,0.016773659142679642,0.019789201978920198,81,92,2
bar,175,-0.08462317982762446,0.019879892317249948,0.016777801677780167,96,78,1
broader,175,-0.004820355054057175,0.017809070200869744,0.017638201763820176,86,82,1
item,175,0.6882876780755798,0.005798301925864568,0.03140460314046031,28,146,1
critical minerals,175,0.567305246942502,0.008076206253882792,0.029253602925360292,39,136,2
colleagues support legislation,175,0.12219954796462593,0.016152412507765584,0.020649602064960207,78,96,3
joe biden,175,0.4214582711257131,0.010768275005177056,0.026457302645730263,52,123,2
writing,175,0.09400170738116993,0.016566576931041622,0.0200043020004302,80,93,1
discrimination,175,-0.5176617461832235,0.02774901635949472,0.008819100881910088,134,41,1
speaker today rise,175,-0.11925206612178947,0.02050113895216401,0.016132501613250163,99,75,3
naval,175,0.3200079119064154,0.012632014909919238,0.024521402452140247,61,114,1
deserved,175,0.20219320134733726,0.014702837026299442,0.02215530221553022,71,103,1
secured,175,0.23440240122424402,0.01387450817974736,0.022370402237040225,67,104,1
climate change,175,-0.7966326307496846,0.03230482501553117,0.0036567003656700365,156,17,2
window,175,0.14803927597188188,0.015324083661213501,0.020649602064960207,74,96,1
counter,175,0.35010833762832044,0.012010768275005176,0.02495160249516025,58,116,1
president rise,174,-0.24661464550543194,0.022779043280182234,0.013766401376640139,110,64,2
older,174,-0.17463112984776144,0.02112238558707807,0.01484190148419015,102,69,1
burdens,174,0.35010833762832044,0.012010768275005176,0.02495160249516025,58,116,1
identification,174,0.4374510677030137,0.010354110581901015,0.026457302645730263,50,123,1
appreciation,174,0.21536794222068367,0.011803686063367156,0.018283501828350184,57,85,1
sons,174,-0.1510859051534082,0.02070822116380203,0.015272101527210152,100,71,1
kaptur,174,-0.9520097563875843,0.03499689376682543,0.0008604000860400087,169,4,1
fl,174,-0.538373861494939,0.02795609857113274,0.008388900838890084,135,39,1
main street,174,0.2705655442094703,0.01346034375647132,0.023445902344590236,65,109,2
booker,174,-0.7149792294027516,0.031062331745703043,0.005162400516240052,150,24,1
republican majority,174,-0.6206440255591146,0.029405674052598883,0.006883200688320069,142,32,2
right vote,174,-0.35189182440888095,0.024228618761648373,0.011615401161540116,117,54,2
overwhelming,174,-0.1329062373928256,0.019672810105611928,0.01505700150570015,95,70,1
modernization,174,0.361451878933548,0.011803686063367156,0.02516670251667025,57,117,1
beach,174,0.2782204228471371,0.012632014909919238,0.022370402237040225,61,104,1
martin,174,-0.19567626829656504,0.021743632221992132,0.014626801462680146,105,68,1
neighborhoods,174,-0.4826408729785519,0.026506523089666598,0.009249300924930093,128,43,1
120,174,0.51974640282853,0.008904535100434872,0.02817810281781028,43,131,1
speaker want,174,-0.15594381105295102,0.02091530337544005,0.015272101527210152,101,71,2
feeling,174,-0.5276076990224112,0.02712776972458066,0.008388900838890084,131,39,1
turns,174,0.373188258218873,0.011389521640091117,0.02495160249516025,55,116,1
customers,174,-0.02809258170097534,0.018430316835783805,0.017423101742310175,89,81,1
diverse,174,-0.2773591632789759,0.02319320770345827,0.01312110131211013,112,61,1
bond,174,0.4746172680647225,0.009732863946986954,0.027317702731770272,47,127,1
contributed,173,0.20648847823333402,0.0142886726030234,0.021725102172510218,69,101,1
ally,173,0.01899134833218328,0.017394905777593703,0.01806840180684018,84,84,1
withdrawal,173,-0.35561464191132164,0.024435700973286394,0.011615401161540116,118,54,1
rise opposition,173,-0.5711563374941603,0.02837026299440878,0.007743600774360078,137,36,2
grade,173,0.20068614204721152,0.01346034375647132,0.0202194020219402,65,94,1
brian,173,0.24413311052903383,0.01346034375647132,0.02215530221553022,65,103,1
minister,173,0.0064928897256463294,0.016773659142679642,0.01699290169929017,81,79,1
deserve better,173,-0.7371117609626664,0.03126941395734106,0.004732200473220047,151,22,2
penalties,173,0.45701674433662043,0.009939946158624974,0.026672402667240268,48,124,1
availability,173,0.7751357918855153,0.0041416442327604054,0.03269520326952033,20,152,1
resulted,172,-0.004820355054057175,0.017809070200869744,0.017638201763820176,86,82,1
rural areas,172,-0.07638490400109185,0.019051563470697867,0.016347601634760164,92,76,2
mr mcgovern mr,172,-0.9758546350810317,0.03520397597846345,0.00043020004302000433,170,2,3
2030,172,0.2254208868549933,0.01346034375647132,0.021294902129490215,65,99,1
title united,172,0.9327456732255553,0.0012424932698281218,0.035706603570660356,6,166,2
professionalism,172,0.508199692790529,0.008697452888796852,0.026672402667240268,42,124,1
caribbean,172,-0.5330528294910485,0.0275419341478567,0.008388900838890084,133,39,1
day day,172,-0.1601231071829465,0.02050113895216401,0.01484190148419015,99,69,2
illegal immigrants,172,0.953280194280472,0.0008283288465520812,0.034631103463110345,4,161,2
chosen,172,-0.08420371449563047,0.018844481259059846,0.015917401591740158,91,74,1
township,172,0.6619679376261901,0.006212466349140609,0.030544203054420304,30,142,1
meals,172,-0.10918084207515757,0.02008697452888797,0.016132501613250163,97,75,1
lng,172,0.12339726288675405,0.015945330296127564,0.020434502043450205,77,95,1
extremely,172,-0.21949868777619166,0.02050113895216401,0.01312110131211013,99,61,1
profoundly,172,0.43079904724999085,0.010354110581901015,0.02602710260271026,50,121,1
spectrum,172,0.35393403517302513,0.011803686063367156,0.024736502473650248,57,115,1
speaker rise strong,172,0.013144855007336765,0.017809070200869744,0.018283501828350184,86,85,3
act mr,172,0.36540777077086245,0.011596603851729136,0.02495160249516025,56,116,2
mcgovern mr,172,-0.9758546350810317,0.03520397597846345,0.00043020004302000433,170,2,2
positive impact,172,0.7624537832332574,0.004348726444398426,0.032265003226500326,21,150,2
ccp,172,0.8587280741763108,0.0024849865396562435,0.03269520326952033,12,152,1
spread,172,-0.12420276239705756,0.019879892317249948,0.015487201548720155,96,72,1
incentives,171,0.2923192875804446,0.012839097121557258,0.023445902344590236,62,109,1
deny,171,-0.03429777725380476,0.018430316835783805,0.017208001720800174,89,80,1
disclosure,171,0.4767963445294511,0.009525781735348933,0.02688750268875027,46,125,1
seriously,171,-0.08833124380351719,0.019258645682335887,0.016132501613250163,93,75,1
richest,171,-0.8943518178342537,0.030855249534065023,0.0017208001720800173,149,8,1
florida mr,171,0.5227126882659463,0.008697452888796852,0.02774790277479028,42,129,2
contribute,171,-0.004540092130350661,0.018016152412507765,0.017853301785330178,87,83,1
2015,171,0.3501083375944918,0.011596603851729136,0.02409120240912024,56,112,1
graduated,171,0.16312177167032768,0.014702837026299442,0.020434502043450205,71,95,1
match,171,0.1948090502179225,0.014495754814661421,0.021510002151000216,70,100,1
supplies,171,0.27070265871546223,0.012839097121557258,0.022370402237040225,62,104,1
hegseth,171,-0.7581203591604816,0.03126941395734106,0.004302000430200043,151,20,1
title united states,171,0.9323518580039847,0.0012424932698281218,0.03549150354915036,6,165,3
attempts,171,-0.3203386434882321,0.02340028991509629,0.01204560120456012,113,56,1
sections,171,0.7610499887308831,0.004348726444398426,0.03204990320499032,21,149,1
flexibility,171,0.1899698937195065,0.014495754814661421,0.021294902129490215,70,99,1
save lives,170,-0.3839251530788698,0.024642783184924414,0.01097010109701011,119,51,2
eye,170,0.0010276271137999106,0.017601987989231724,0.017638201763820176,85,82,1
alaska native,170,0.772478678460088,0.0041416442327604054,0.032265003226500326,20,150,2
tragic,170,-0.052508451916453376,0.018637399047421826,0.016777801677780167,90,78,1
mccormick,170,-0.26478141968222685,0.022571961068544213,0.01312110131211013,109,61,1
heavy,170,0.0070881890117830935,0.017601987989231724,0.017853301785330178,85,83,1
repair,170,0.3926545793249727,0.010975357216815076,0.02516670251667025,53,117,1
american public,170,-0.4163770050964695,0.025056947608200455,0.010324801032480103,121,48,2
diversity,170,-0.5976860054702102,0.02733485193621868,0.006883200688320069,132,32,1
gain,170,-0.13108191806473546,0.019879892317249948,0.015272101527210152,96,71,1
50 percent,170,-0.21271010907291593,0.019879892317249948,0.01290600129060013,96,60,2
costly,170,0.11402320954073966,0.015738248084489544,0.019789201978920198,76,92,1
burdensome,170,0.542944218329285,0.008283288465520811,0.02796300279630028,40,130,1
speaker just,170,-0.13108191806473546,0.019879892317249948,0.015272101527210152,96,71,2
slope,170,0.8864893216093045,0.0020708221163802027,0.03441600344160035,10,160,1
quarter,170,0.007228257475662723,0.017809070200869744,0.01806840180684018,86,84,1
cyber,169,0.48139161823540766,0.009111617312072893,0.02602710260271026,44,121,1
precedent,169,-0.3937101073290509,0.024228618761648373,0.010539901053990105,117,49,1
printed,169,0.8285347548625313,0.0031062331745703043,0.03312540331254033,15,154,1
brother,169,-0.04615446148508772,0.018637399047421826,0.01699290169929017,90,79,1
minneapolis,169,-0.47319726198275214,0.025264029819838475,0.00903420090342009,122,42,1
people going,169,-0.3531853501627264,0.02340028991509629,0.011185201118520113,113,52,2
campus,169,0.04278152733914294,0.016980741354317663,0.018498601849860186,82,86,1
nay roll,169,-0.609502159518734,0.02837026299440878,0.006883200688320069,137,32,2
blumenthal,169,-0.6337416757288427,0.028784427417684822,0.006453000645300065,139,30,1
federal state,169,0.26621988786295725,0.012839097121557258,0.02215530221553022,62,103,2
insured,169,0.6443793542096589,0.006419548560778629,0.0296838029683803,31,138,1
planned,169,-0.04129686132054312,0.018223234624145785,0.016777801677780167,88,78,1
years come,169,0.17186497555096664,0.0142886726030234,0.0202194020219402,69,94,2
local law enforcement,169,-0.016734287520086988,0.018016152412507765,0.017423101742310175,87,81,3
generally,168,0.237513389268027,0.013253261544833299,0.021510002151000216,64,100,1
500 000,168,0.48454693989395287,0.009111617312072893,0.02624220262422026,44,122,2
